Name,Total Score,Process Method,Cultivar,Farm_Gate,Uniformity,Fragrance,Wet Aroma,Brightness,Flavor,Body_1,Finish,Sweetness,Clean Cup,Complexity,Berry,Floral,Sugars,Caramel,Citrus,Nuts,Rustic,Spice,Honey,Body_2,Region,Drying Method,Roast Recommendations,Website,instock
Java Wet Hulled Tambak Ruyung Lot 1,86.5,Wet Hulled (Giling Basah),"Typica Types, Modern Hybrids",Yes,8.3,8.2,8.4,7,8.3,9.5,8,8.5,7,9.3,0,0,3.5,1,0,0,3.5,2,0,4.5,"Tambak Ruyung, Ciwidey",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/java-wet-hulled-tambak-ruyung-lot-1.html,0
Sulawesi Dry Process Topidi,88.2,Dry Process (Natural),"Typica Types, Modern Hybrids",Yes,8,8.5,8.7,7.8,8.7,9.5,7.8,8.8,8.2,9.2,3,0,2.5,0,2,0,1.5,0,0,4.5,"Desa Topidi, Gowa Regency",Patio and Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/sulawesi-dry-process-topidi-7914.html,0
Sulawesi Wet Hulled Benteng Alla,86,Wet Hulled (Giling Basah),Modern Hybrids,Yes,8.5,7.8,8.3,7.5,8.2,9.5,7.8,7.9,7.5,9,0,0,2.5,0,0,0,3,0,0,4.5,Benteng Alla Utara,Covered Sun-Dried,Full City to French,https://www.sweetmarias.com/sulawesi-wet-hulled-enrekang-alla-7525.html,0
Sulawesi Wet Hulled Enrekang Rodo Rodo,87,Wet Hulled (Giling Basah),"Typica Types, Modern Hybrids",Yes,8.2,8.3,8.5,7.8,8.5,9.3,8.2,8.4,7.8,9,0,0,3.5,0,0,1.5,3,0,1,4.5,"Rodo Rodo, Gunung Latimojong, Enrekang",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/sulawesi-wet-hulled-enrekang-rodo-rodo-7524.html,0
Sulawesi Wet Hulled Latimojong,86.9,Wet Hulled (Giling Basah),Modern Hybrids,Yes,8,8.2,8.5,7.5,8.5,9,8.2,8.3,7.2,9.5,0,0,3,1,0,0,3.5,1.5,0,4,"Latimojong, Luwu, South Sulawesi",Patio Sun-Dried,City+ to French,https://www.sweetmarias.com/sulawesi-wet-hulled-latimojong-7274.html,0
Sumatra Aceh Simpang Teritit,86.2,Wet Hulled (Giling Basah),Modern Hybrids,Yes,8,7.7,8.2,7,8.3,9.5,7.5,8,7.5,9.5,0,0,2,2.5,0,2,3.5,2.5,0,5,"Simpang Teratit, Aceh",Patio Sun-Dried,Full City to French,https://www.sweetmarias.com/sumatra-aceh-simpang-teritit-7380.html,0
Sumatra Aceh Simpang Teritit,87.3,Wet Hulled (Giling Basah),Modern Hybrids,Yes,8,8.2,8.3,7.5,8.6,9.3,7.6,8.4,7.2,9.2,0,0,3,0,0,0,3.5,0,2.5,4.5,"Simpang Teritit, Aceh",Patio Sun-Dried,City+ to French,https://www.sweetmarias.com/sumatra-aceh-gunung-teritit-7530.html,0
Sumatra Aged Lintong Dolok Sangguul,87,"Wet Hulled, and Aged for 12 months",Modern Hybrids,No,1,7.5,8.4,7,8,9.7,7.5,8.4,6.5,1,0,0,3,2,0,0,5,2.5,0,5,Aceh,Patio Sun-Dried,Full City to French,https://www.sweetmarias.com/sumatra-aged-lintong-dolok-sangguul-7782.html,0
Sumatra Anaerobic Bebesen Aulia,88,Anaerobic then Wet Hulled (Giling Basah),Modern Hybrids,Yes,8,8.6,8.8,8,9,9.2,7.8,8.8,7.5,9.3,1,0,3,0,0,0,3,0,0,4,"Bebesen, Aceh",Raised Bed Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/sumatra-anaerobic-bebesen-aulia-7377.html,0
Sumatra Anaerobic Kerinci Robusta,86.3,Anaerobic-Dry Process Method,Robusta,Yes,8.5,7,7.3,6,8.2,1,7,7.3,7,1,1,0,1,1,0,2,4,2,0,5,"Kerinci, Jambi Province",Raised Bed Sun Dried,City+ to French,https://www.sweetmarias.com/sumatra-anaerobic-kerinci-robusta-7528.html,0
Sumatra Giling Basah Aceh Bebesen Aulia,88,Wet Hulled (Giling Basah),Modern Hybrids,Yes,8,8.5,8.7,8.4,8.7,9.5,8.2,8.7,7.8,9.5,2,0,4,2,0,0,3,2,0,4.5,"Bebesen, Aceh",Patio Sun-Dried,City+ to French,https://www.sweetmarias.com/sumatra-giling-basah-aceh-bebesen-aulia-7772.html,0
Sumatra Honey Process Kerinci Pendekar,87.6,Honey Process,Modern Hybrids,Yes,8.2,8.5,8.7,8.4,8.8,9.1,8.3,8.7,7.9,9,1,0,3.5,2,2,0,2.5,2,2,4,"Kerinci, Jambi Province",Raised Bed Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/sumatra-honey-process-kerinci-pendekar-7372.html,0
Sumatra Honey Process Kerinci Pendekar,88,Honey Process,"Typica Types, Modern Hybrids",Yes,8.2,8.6,8.5,8.4,8.8,9.3,8.3,8.7,8,9.2,1,0,3,1.5,0,0,2.5,2,3,4.5,"Kerinci, Jambi Province",Raised Bed Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/sumatra-honey-process-kerinci-pendekar-7776.html,0
Sumatra Lintong Sigumpar Village,86.1,Wet Hulled (Giling Basah),Modern Hybrids,Yes,8.2,8,8.3,7.5,8.3,9.8,7.6,8.2,7.5,8.7,0,0,3,0,0,0,3,1.5,0,5,"Humbang Hasunduntan Sub-district, North Sumatra",Covered Sun-dried,City+ to Full City+,https://www.sweetmarias.com/sumatra-lintong-sigumpar-village-7379.html,0
Sumatra Onan Ganjang,86.2,Wet Hulled (Giling Basah),Typica Types,No,8,7.5,8.2,7,8.3,9.5,7.8,8.2,7.2,9.5,0,0,3,2,0,0,4,2,0,4.5,"Tapian Nauli, Lintong Nihuta",Patio Sun-dried,City+ to Vienna,https://www.sweetmarias.com/sumatra-onan-ganjang-7703.html,0
Sumatra Organic Aceh Bukit,86.8,Wet Hulled (Giling Basah),Modern Hybrids,No,7.8,7.8,8.4,8.3,8.3,9.2,7.5,8.5,7.8,9.2,0,0,3.5,1.5,1,0,3.5,1.5,0,4.5,"Mandheling, Aceh",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/sumatra-organic-aceh-bukit-7742.html,0
Sumatra Wet Process Kerinci Pendekar,87.3,Wet Processed (Washed),Modern Hybrids,Yes,8.5,8.5,8.6,8.5,8.7,8.7,8.5,8.6,8.5,8.7,0,0,3.5,2.5,1,0,0.5,1,0,3.5,"Gunung Tujuh, Kerinci, Jambi Province",Patio Sun-Dried,City to Full City,https://www.sweetmarias.com/sumatra-wet-process-kerinci-pendekar-7371.html,0
Sumatra Wet Process Ribang Gayo,87,Wet Process (Washed),Modern Hybrids,Yes,8.5,8.4,8.6,8.4,8.6,8.7,8.3,8.4,8.2,8.4,0,0,3,3,0,2,1.5,0,0,3.5,"Pantan Musara, Aceh Takengon",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/sumatra-wet-process-ribang-gayo-7378.html,0
Sumatra Wet Process Ribang Gayo,88.3,Wet Process (Washed),Modern Hybrids,Yes,8.5,8.5,8.7,8.5,8.8,9.2,8.5,8.6,8.3,8.7,0,0,3,3,1,0,1,1,0,4,"Pantan Musara, Aceh Takengon",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/sumatra-wet-process-ribang-gayo-7529.html,0
Timor Leste Dry Process Laclo,87.5,Dry Process (Natural),"Typica Types, Modern Hybrids",Yes,8.2,8.2,8.5,8.3,8.7,8.8,8.2,8.6,8,9.5,0,0,3,0,1,0,3,0,0,4,"Laclo Village, Aileu",Raised Bed Sun Dried,City to Full City+,https://www.sweetmarias.com/timor-leste-dry-process-laclo-7544.html,0
Timor Leste Dry Process Lekisala,87,Dry Process (Natural),"Typica Types, Modern Hybrids",No,8.2,8.5,8.7,8.5,8.6,8.8,8.3,8.5,8,8.9,2,0,3.5,0,0,0,2.5,0,0,4,"Lekisala, Suca Eraulo, Ermera District",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/timor-leste-dry-process-lekisala.html,0
Timor Leste Dukurai Daurfusu,86.5,Wet Process (Washed),Modern Hybrids,Yes,8.5,8.2,8.3,8.2,8.4,8.5,8.3,8.3,8.3,8,0,0,2.5,2,0,2.5,1,1,0,3.5,"Dukurai Village, Letefoho",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/timor-leste-dukurai-daurfusu-7539.html,0
Timor Leste Hadomi,86,Wet Process (Washed),"Typica Types, Modern Hybrids",Yes,8,8.3,8.3,7.5,8.2,9.3,7.8,8.3,7.8,8.5,0,0,2.5,2.5,0,1,2,0.5,0,4.5,"Lekisala, Ermera Ditrict",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/timor-leste-hadomi-7542.html,0
Timor Leste Honey Process Daurfusu,87.1,Honey Process,"Typica Types, Modern Hybrids",Yes,8.3,8.3,8.6,8.3,8.6,9,8.5,8.5,8.2,8.8,0,0,3,0,1,0,1.5,2,1,4,"Dukarai, Letefoho",Patio Sun-Dried,City to Full City,https://www.sweetmarias.com/timor-leste-honey-process-daurfusu-7543.html,0
Timor Leste Nautuda,85.8,Wet Process (Washed),"Typica Types, Modern Hybrids",Yes,8.5,8.2,8.4,7.5,8.3,9.2,7.8,8.2,8.2,7.5,0,0,2.5,0,0,2.5,1.5,0,0,4,"Lekisala, Ermera Ditrict",Patio Sun-Dried,City+ to French,https://www.sweetmarias.com/timor-leste-nautuda-7541.html,0
Papua New Guinea Baroida Estate,87.1,Wet Process (Washed),Bourbon Types,Yes,8.5,8.3,8.6,8.5,8.6,9,8.2,8.6,8,8.8,1,0,3.5,2,0,0,2,1,2.5,4,"Baroida, Aiyura, Kianantu District",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/papua-new-guinea-baroida-estate-7725.html,0
Papua New Guinea Korgua AA,87.8,Wet Process (Washed),Bourbon Types,No,8.5,8.8,8.9,8.7,8.8,8.5,8.2,8.5,8,8.9,0,0,3.5,0,2,0,2,2,0,3.5,"Nebilyer Valley District, Central Highlands",Patio Sun-Dried,City to Full City,https://www.sweetmarias.com/papua-new-guinea-korgua-aa-7437.html,0
Papua New Guinea Kuta Waghi,87,Wet Process (Washed),"Bourbon Types, Typica Types, Modern Hybrids",No,8.5,8.5,8.7,8.5,8.6,8.5,8.4,8.6,8.5,8.7,0,0,3,1.5,0,0,0,1,2,3.5,Waghi Valley,Patio Sun-Dried,City to Full City,https://www.sweetmarias.com/papua-new-guinea-kuta-waghi-7436.html,0
Bolivia FTO Caranavi Bioara Coop,87,Wet Process (Washed),"Caturra Types, Typica Types, Modern Hybrids",No,8.7,8.3,8.5,8.6,8.6,8.7,8.2,8.7,8.5,8.2,0,0,3.5,2,0,2,0,0,0,3.5,"Caranavi, La Paz",Raised Bed Sun Dried,City to Full City,https://www.sweetmarias.com/bolivia-fto-caranavi-bioara-7598.html,0
Brazil Bahia Viviana Aparecida,87.8,Dry Process (Natural),Modern Hybrids,No,8.2,8.3,8.6,8.5,8.8,9,8.2,8.4,7.8,9,3,0,3,0,0,0,2.5,0,0,4,"Licínio de Almeida - Bahia, Planalto",Patio Sun-Dried,City to Full City,https://www.sweetmarias.com/brazil-bahia-viviana-aparecida-7454.html,0
Brazil Baltazar Jose Da Siveira,86.4,Dry Process (Natural),Modern Hybrids,Yes,8.3,8.3,8.5,7.5,8.3,9,8.1,8.3,8.2,7.9,0,0,3,2,0,2.5,1,0,0,4,"Patrocínio, Cerrado de Minas",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/brazil-baltazar-jose-da-siveira-7453.html,0
Brazil Canastra Luis Otavio,86.5,Dry Process (Natural),Modern Hybrids,No,8.2,8.4,8.5,8.3,8.5,8.9,8.3,8.3,8.3,7.8,0,0,2,3,0,2,0,1,0,4,"Serra da Canastra, Minas Gerais",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/brazil-luis-otavio-7451.html,0
Brazil Canastra Luis Otavio Lot 2,86.1,Dry Process (Natural),Modern Hybrids,No,8.2,7.8,8.3,8.2,8.3,9.2,7.7,8,7.7,8.7,0,0,2,2,0,3,2,0,0,4,"Serra da Canastra, Minas Gerais",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/brazil-luis-otavio-turati-lot-2-7450.html,0
Brazil Dry Process Doña Marta,88,Dry Process (Natural),Bourbon Types,Yes,8.2,8.5,8.8,7.8,8.8,9.2,8.2,8.4,8.3,8.8,3,0,3,0,0,0,1,1,0,4,"Santa Rita do Sapucaí, Minas Gerais",Patio Sun-Dried,City to Full City,https://www.sweetmarias.com/brazil-dry-process-dona-marta-7822.html,0
Brazil Dry Process Fazenda Furnas,86.7,Dry Process (Natural),Bourbon Types,No,8.5,8,8.4,8,8.3,9,8,8.3,8.2,8.5,1,0,3,2.5,0,2,1.5,0,0,4,"Pedralva, Minas Gerais",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/brazil-dry-process-fazenda-furnas-7476.html,0
Brazil Dry Process Fazenda Rio Brilhante,86,Dry Process (Natural),"Bourbon Types, Modern Hybrids",No,8.2,8,8.3,7.8,8.3,9.2,7.8,8.3,7.8,8.3,0,0,3,2,0,2.5,2.5,0,0,4,"Pântano, Minas Gerais",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/brazil-dry-process-fazenda-rio-brilhante-7797.html,0
Brazil Dry Process Irmas Pereira,86.4,Dry Process (Natural),Bourbon Types,Yes,8.2,7.9,8.4,8.2,8.3,8.8,8,8.3,8.3,8.5,1.5,0,2.5,0,0,2.5,0,0,0,4,"Carmo de Minas, Minas Gerais",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/brazil-dry-process-irmas-pereira-7475.html,0
Brazil Dry Process Pedra Branca,86.5,Dry Process (Natural),Bourbon Types,Yes,8.2,8.3,8.5,7.7,8.5,9,8.4,8.5,8.2,8.2,0,0,3,2,0,2,1.5,1,0,4,"Pedralva, Minas Gerais",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/brazil-dry-process-pedra-branca-7472.html,0
Brazil Dry Process Pedra Branca,86,Dry Process (Natural),Bourbon Types,Yes,8.5,7.8,8.2,7.5,8.2,9.3,8,8,8,8.5,0,0,2.5,2,0,3,1,0,0,4.5,"Pedralva, Minas Gerais",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/brazil-dry-process-pedra-branca-7830.html,0
Brazil Honey Process Nazareth Dias Pereira,86.4,Honey Process,Bourbon Types,Yes,8,8.4,8.5,7.5,8.3,8.8,8.2,8.3,8.2,8.2,0,0,2,2.5,0,0,1,0,2,4,Carmo de Minas,Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/brazil-honey-process-nazareth-dias-pereira-7474.html,0
Brazil Honey Process Pedra Branca,86.3,Honey Process,Bourbon Types,Yes,8,8.2,8.5,7.9,8.5,9,8.2,8.3,8,8.7,0,0,2.5,2.5,0,2.5,2,0,0,4,"Pedralva, Minas Gerais",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/brazil-honey-process-pedra-branca-7473.html,0
Brazil Pulp Natural Fazenda IP,86.3,Pulp Natural,Bourbon Types,Yes,8.3,8.2,8.4,8,8.4,8.8,8.2,8.3,8.2,7.5,0,0,2.5,1.5,0,2,1,0,1,4,Carmo de Minas,Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/brazil-pulp-natural-fazenda-ip-7174.html,0
Brazil Pulp Natural Fazenda Sertao,86.2,Pulp Natural,Bourbon Types,Yes,8.2,8.2,8.4,7.5,8.4,9,8,8.3,8.4,7.8,0,0,3,1,0,2,0,0,0,4,Carmo de Minas,Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/brazil-pulp-natural-fazenda-sertao-7471.html,0
Colombia Buesaco EA Decaf,87.3,"Wet Process (Washed) then EA Decaf (""Sugarcane"")","Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,1,8.4,8.6,8.4,8.7,8,8,8.3,8.3,8.6,0,0,2,3,0,0,0,1.5,1,3,"Buesaco, Nariño, Cauca",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-buesaco-ea-decaf-7402.html,0
Colombia Caficultoras El Tambo,86.5,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,8.5,8.3,8.6,8.3,8.5,9,8.5,8.5,8.5,8.3,0,0,3.5,0,0,0,0,0,0,4,"El Tambo, Huila",Covered Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/colombia-caficultoras-el-tambo-7746.html,0
Colombia Cajamarca Neftali Castro,87,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,8.3,8.5,8.7,8.5,8.7,9,8.5,8.7,8.5,8.6,0,0.5,2.5,3,0,1,0,0,3,4,"Cajamarca, Tolima",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-cajamarca-neftali-castro-7555.html,0
Colombia Cresta El Hato,87,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,8.5,8.5,8.7,8.5,8.7,9,8.3,8.7,8.4,8.7,0,0,3.5,1.5,0.5,0,0.5,2,0,4,"Inzá, Cauca & La Plata, Huila",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-cresta-el-hato-7558.html,0
Colombia Edward Sandoval Heirloom Caturra,89.5,Wet Process (Washed),"Caturra Types, Heirloom Types",Yes,8.5,9,9.2,8.8,9.3,8.7,9,9,9,9,2.5,1,4,0,0,0,0,2,0,3.5,"Santa Isabel, Tolima",Covered Sun-Dried,City to City+ - light roasts highlight the aromatic cup characteristics,https://www.sweetmarias.com/colombia-edward-sandoval-heirloom-caturra.html,0
Colombia Honey Aponte Hugo Agreda,88.5,Honey Process,"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,8.2,8.8,9,8.6,9,9.2,8.8,8.9,8.2,9.3,3,0,3,0,0,0,2,0,0,4,"Aponte, Nariño",Covered Sun-Dried,City to Full City,https://www.sweetmarias.com/colombia-honey-aponte-hugo-agreda-7759.html,0
Colombia Honey Aponte Margarita Pujimuy,88.2,Honey Process,"Caturra Types, Typica Types, Modern Hybrids",Yes,8.2,8.6,8.7,8.6,8.8,9,8,8.6,8.2,9,3,0,3,0,1.5,0,2,0,2,4,"Aponte, Tablón de Gómez, Nariño",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-honey-aponte-margarita-pujimuy-7760.html,0
Colombia Honey Los Naranjos Chiroso,90.6,Honey Process,Heirloom Types,Yes,9,9.2,9,8.7,9.3,8.5,9.2,9,9,9.2,1,2,3,0,2,0,0,2,2,3.5,"San Isidro, Santa Barbara, Antioquia",Covered Sun-Dried,City to City+,https://www.sweetmarias.com/colombia-honey-los-naranjos-chiroso-7756.html,0
Colombia Honey Process El Páramo,88.1,Honey Process,"Caturra Types, Typica Types, Modern Hybrids",Yes,8.5,8.6,8.7,8.6,8.8,9,8.5,8.6,8.3,9,2,0,3,0,1,0,1,0.5,0,4,"El Páramo, Aponte, Nariño",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-honey-process-el-paramo-7761.html,0
Colombia Huila Sidra Cultivar,88.5,Wet Process (Washed),Bourbon Types,No,9,8.7,8.8,8.8,9,8.7,8.5,9,8.5,9,2,0,4,0,2,0,0,0,0,3.5,Huila Department,Wet Process (Washed),City to Full City,https://www.sweetmarias.com/colombia-huila-sidra-cultivar-7763.html,0
Colombia Inzá Antonia Oidor,88.5,Wet Process (Washed),"Caturra Types, Bourbon Types",Yes,8.5,8.7,8.8,8.6,9,9,8.6,9,8.5,8.8,2,1,4,2,1.5,0,0,0,2.5,4,"San Antonio, Inzá, Cauca",Covered Sun-Dried,City to Full City,https://www.sweetmarias.com/colombia-inza-antonia-oidor-7552.html,0
Colombia Inzá Las Estrellas,88.7,Wet Process (Washed),"Caturra Types, Typica Types, Modern Hybrids",Yes,8.5,8.8,9,8.7,9,9.3,8.8,8.8,8.5,8.8,2,0,3,0,1.5,0,0,0,3,4,"San Antonio and San Rafael, Inzá, Cauca",Covered Sun-Dried,City to Full City,https://www.sweetmarias.com/colombia-inza-las-estrellas-7553.html,0
Colombia Inzá Las Estrellas,88.4,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,9,8.7,8.9,8.6,8.9,9,8.7,8.8,8.5,8.8,0,0,2.5,2,0,0,0,1.5,4,3.5,"Inzá, Cauca",Covered Sun-Dried,City to Full City,https://www.sweetmarias.com/colombia-inza-las-estrellas-7753.html,0
Colombia Inzá Rafael Rivas,87,Wet Process (Washed),"Caturra Types, Typica Types, Modern Hybrids",Yes,8.5,8.5,8.6,8.5,8.6,9,8.5,8.7,8.5,8.6,0,0,2,0,0,1,0,2,3,4,"Vereda Segovia, Inzá, Cauca",Covered Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/colombia-inza-rafael-rivas-7556.html,0
Colombia Inzá Rio Páez,86.8,Wet Process (Washed),"Caturra Types, Typica Types, Modern Hybrids",Yes,8.5,8.5,8.7,8.3,8.7,9,8.5,8.6,8.3,8.7,2,0,3.5,1,0,0,1,1,2,4,"Inzá & Páez, Cauca",Covered Sun-Dried,City to Full City+`,https://www.sweetmarias.com/colombia-inza-rio-paez-7560.html,0
Colombia Inzá Rio Páez,87.3,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,8.5,8.5,8.7,8.5,8.7,8.8,8.3,8.6,8.5,8.7,0,0,2.5,0,1,0,0,1.5,3,4,"Inzá & Páez, Cauca",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-inza-rio-paez-7752.html,0
Colombia Inzá Vereda San Antonio,87.2,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,8.2,8.5,8.8,8.6,8.7,9,8.5,8.7,8.5,8.7,1,0,3.5,2,1,0,0,0,3,4,"Vereda San Antonio, Inzá, Cauca",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-inza-vereda-san-antonio-7554.html,0
Colombia Inzá Vereda San Antonio,87.6,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,8.5,8.5,8.7,8.5,8.7,9.2,8.5,8.8,8.5,8.7,2,0,4,2.5,1,0,0,1,0,4,"Vereda San Antonio, Inzá, Cauca",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-inza-vereda-san-antonio-7751.html,0
Colombia Inzá Vereda San Vicente,87.1,Wet Process (Washed),"Caturra Types, Typica Types, Modern Hybrids",Yes,8.3,8.7,8.8,8.4,8.7,9,8.7,8.8,8.5,8.7,1,0,3.5,0,0,0,0,2,2,4,"San Vicente, Inzá, Cauca",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-inza-vereda-san-vicente-7557.html,0
Colombia Inzá Veredas Vecinas,86.9,Wet Process (Washed),"Caturra Types, Typica Types, Modern Hybrids",Yes,8.5,8.5,8.6,8.4,8.5,9,8.5,8.6,8.5,8.3,0,0,3.5,2.5,1,1,0,0,0,4,"Inzá, Cauca",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-inza-veredas-vecinas-7562.html,0
Colombia Inzá Veredas Vecinas,86.5,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,8.5,8.5,8.6,8.2,8.5,8.8,8.4,8.7,8.5,8.3,0.5,0,3.5,2,0,1.5,0,0.5,0,4,"Inzá, Cauca",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-inza-veredas-vecinas-7745.html,0
Colombia Los Naranjos Heirloom Caturra,89,Wet Process (Washed),Heirloom Types,Yes,8.5,8.8,9,8.7,9,9,9,9,9,9,2,0.5,3,0,2,0,0,2,2.5,4,"San Isidro, Santa Barbara, Antioquia",Covered Sun-Dried,City to Full City,https://www.sweetmarias.com/colombia-los-naranjos-heirloom-caturra-7559.html,0
Colombia Nariño Vereda Buesaco,87.7,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,8.5,8.6,8.8,8.5,8.7,8.5,8.7,8.7,8.5,8.7,2,1,2.5,0,1,0,0,0,3.5,3.5,"Buesaco, Nariño, Cauca",Covered Sun-Dried,City to Full City,https://www.sweetmarias.com/colombia-narino-vereda-buesaco-7747.html,0
Colombia Páez Rio Chiquito,87,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,8.5,8.5,8.6,8.3,8.6,9,8.5,8.7,8.5,8.3,0,0,3.5,3.5,0,2,0,0,0,4,"Rio Chiquito, Cauca",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-paez-rio-chiquito-7561.html,0
Colombia Tolima Abanico,86.6,Wet Process (Washed),"Caturra Types, Typica Types, Modern Hybrids",Yes,8.5,8.5,8.7,7.8,8.3,9.5,8,8.5,8,8.8,1,0,3.5,0,0,0,2,0,0,4.5,Tolima,Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-tolima-abanico-7563.html,0
Colombia Tolima China Alta,87.6,Wet Process (Washed),"Caturra Types, Typica Types, Modern Hybrids",Yes,9,8.5,8.7,8.5,8.7,8.9,8.5,8.6,8.5,8.7,1,0,3.5,2,0,1,0,1,0,4,"China Alta, Tolima",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-tolima-china-alta-7749.html,0
Colombia Tolima Edward Sandoval Heirloom Bourbon,90.1,Wet Process (Washed),Bourbon Types,Yes,9,9,9,8.8,9,8.8,8.8,9.2,9,9,1,1,4,0,0,0,0,2.5,0,4,"Santa Isabel, Tolima",Covered Sun-Dried,City to City+ - light roasts highlight the aromatic cup characteristics,https://www.sweetmarias.com/colombia-tolima-edward-sandoval-heirloom-bourbon-7564.html,0
Colombia Urrao Heirloom Caturra,89.1,Wet Process (Washed),"Caturra Types, Heirloom Types",Yes,8.5,8.8,9.2,8.8,9.1,9.3,8.9,8.7,8.8,9,2,1,3.5,0,1,0,0,2.5,1,4,"Urrao, Antioquia",Covered Sun-Dried,City to Full City,https://www.sweetmarias.com/colombia-urrao-heirloom-caturra-6627.html,0
Hello: Colombia Origin Set,89,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Heirloom Types, Modern Hybrids",Yes,8.5,8.8,9,8.7,9,9,9,9,9,9,2,0.5,3,0,2,0,0,2,2.5,4,"Cauca, Huila, and Antioquia",Covered Sun-Dried,"Please see the enclosed card for our roasting notes and a pictorial representation of the roasts we used for these specific cupping notes and scores.
",https://www.sweetmarias.com/hello-colombia-origin-set.html,0
Panama Boquete La Gloria,86.6,Wet Process (Washed),"Caturra Types, Typica Types, Modern Hybrids",No,9,8.2,8.4,8.3,8.5,8.5,8.3,8.4,8.7,8.3,0,0,3,2,0.5,2,0,0,0,3.5,"Horqueta, Boquete",Patio and Mechanical Drying,City to Full City,https://www.sweetmarias.com/panama-boquete-la-gloria-7718.html,0
Peru Bello Horizonte Andres Burga,88.2,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types",Yes,8.5,8.7,8.8,8.7,8.8,9,8.7,8.7,8.5,8.8,2,0,4,0,2,0,0,2,0,4,"Bello Horizonte, San Jose De Lourdes, San Ignacio",Covered Sun-Dried,City to Full City,https://www.sweetmarias.com/peru-bello-horizonte-andres-burga-7467.html,0
Peru Cajamarca Elmer Gonzales,86.8,Wet Process (Washed),Typica Types,Yes,8.5,8.5,8.5,8.4,8.5,9.3,8.3,8.5,8.3,8,0,0,3,2,0,0,0,0,2,4.5,"Santo Tomas, Cajamarca",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/peru-cajamarca-elmer-gonzales-7468.html,0
